teams_ids,team,country,tm_data,city
14571,PSPS,Indonesia,"Persatuan Sepakbola Pekanbaru dan Sekitarnya is an Indonesian football team based in Pekanbaru, Riau. They currently played at Liga 2. They play at the Riau Main Stadium.",n Indonesian football team based in Pekanbaru
,Madiun Putra,Indonesia,,
,Stade Migoveen,Gabon,,
13031,Baoding Yingli Yitong,China PR,,
,Holland Park Hawks,Australia,,
,Persida Sidoarjo,Indonesia,,
,Persekap Kota Pasuruan,Indonesia,,
,Persinga Ngawi,Indonesia,,
,Wa All Stars,Ghana,,
,Bolga All Stars,Ghana,,
,Progress / AFA Olaine,Latvia,,
,PSBI Blitar,Indonesia,,
,Blantyre United,Malawi,,
17462,Sbornaya TF,Belarus,,
,Torslanda,Sweden,,
,Tema Youth,Ghana,,
,Boo,Sweden,,
17927,Assyriska IF,Sweden,"Assyriska Föreningen i Norrköping, abbreviated Assyriska IF, was a Swedish football club located in Norrköping.They merged with IK Derik and Azech SF to form ADAS United in 2021.",
13475,El Kanemi Warriors,Nigeria,"El-Kanemi Warriors Football Club is a football team based in Maiduguri, Borno State, Nigeria. They play at El-Kanemi Stadium. They ended their 2005, season in the lower half of the Nigeria Premier League.They were relegated to the Nigeria Division 1 in 2007."," football team based in Maiduguri"
,Racing,Cameroon,,
12555,Komarno,Slovakia,"KFC Komárno is a Slovak football club in the town of Komárno. The club was founded in 29 April 1900 in Komárom, Kingdom of Hungary in the main hall of the town hall of Komárno by the initialization of András Beliczay. The team's colours are purple and white."," Slovak football club in the town of Komárno"
14282,Dobrovice,Czech Republic,FK Dobrovice is a Czech football club located in the town of Dobrovice in the Central Bohemian Region. It currently plays in the Krajský přebor (the fifth tier of football in the country).," Czech football club located in the town of Dobrovice in the Central Bohemian Region"
,Nachod,Czech Republic,,
,22 de Setiembre,Paraguay,,
,Velke Revistia,Slovakia,,
,Slovan Nemsova,Slovakia,,
,Meteor Praha,Czech Republic,,
,Jankov,Czech Republic,,
15703,Simmeringer,Austria,"1. Simmeringer SC is an Austrian association football club based in Vienna. Established in 1901, it played in the Austrian Football Bundesliga.",n Austrian association football club based in Vienna
23777,Galanta,Slovakia,"FC Slovan Galanta is a Slovak football team, based in the town of Galanta. The club was founded in 1911."," Slovak football team"
,Holešov,Czech Republic,,
,St. Margarethen,Austria,,
11066,Tachov,Czech Republic,,
,Jong Rambaan,Suriname,,
,Mecklenburg Schwerin,Germany,,
,Stadtlohn,Germany,,
,Paderborn 07 II,Germany,,
,Wesseling-Urfeld,Germany,,
11118,Mariupol II,Ukraine,,
10706,Olimpia Zambrow,Poland,"Olimpia Zambrów is a Polish football club located in Zambrów, Poland. It plays in the Polish Third League. The team's primary colors are blue, white, and black."," Polish football club located in Zambrów"
,Inde Hahn,Germany,,
,Frohnleiten,Austria,,
,UTA Arad II,Romania,,
,Viitorul Ulmeni,Romania,,
,Gabcikovo,Slovakia,,
,Samobor,Croatia,,
8054,Tomsk U21,Russia,,
18587,CFC Hertha,Germany,"CFC Hertha 06 is a German association football club from the Charlottenburg district of Berlin. The club's greatest success has been promotion to the tier five NOFV-Oberliga Nord in 2015. Apart from football the club also offers chess, table tennis and bowling as other sports."," German association football club from the Charlottenburg district of Berlinnd bowling as other sports"
,Hassel,Germany,,
18589,Schonnebeck,Germany,,
,Dusseldorf-West,Germany,,
,Sochi 2013,Russia,,
,Dachau,Germany,,
,Kirchanschoring,Germany,,
,SC Feucht,Germany,,
,Wurzburger Kickers II,Germany,,
21393,Anker Wismar,Germany,"FC Anker Wismar is a German association football club based in Wismar, Germany, currently playing in the Verbandsliga Mecklenburg-Vorpommern."," German association football club based in Wismar"
,Vellmar,Germany,,
,Lohfelden,Germany,,
,Grün-Weiß Brieselang,Germany,,
,Astoria Walldorf II,Germany,,
11875,Offenburger,Germany,,
,Frisia 03 Risum-Lindholm,Germany,,
,Curslack-Neuengamme,Germany,,
,Turkiye,Germany,,
,Al-Khabourah,Oman,,
,Politehnica Timisoara II,Romania,,
,Stupnik,Croatia,,
,PSBL Langsa,Indonesia,,
,Persipon Pontianak,Indonesia,,
,PSCS Cilacap,Indonesia,,
,Green Lovers,Botswana,,
11025,Manlleu,Spain,"Agrupació Esportiva i Cultural Manlleu is a football team based in Manlleu, Spain. Founded in 1933, it plays in the Tercera División – Group 5. Its stadium is Municipal de Manlleu with a capacity of 3000 seats."," football team based in Manlleu"
11002,Jupiter,Spain,"Club Esportiu Júpiter is a Spanish football team based in Barcelona in the district of Sant Martí, in the autonomous community of Catalonia. Founded in 1909, it plays in the Tercera División – Group 5, holding home games at Camp Municipal La Verneda, with a capacity of 6,000 seats."," Spanish football team based in Barcelona in the district of Sant Martí"
,Kalundborg,Denmark,,
,Slavoj Cesky Krumlov,Czech Republic,,
,Bzenec,Czech Republic,,
,Alcobendas-Levitt,Spain,,
,Wajj,Saudi Arabia,,
,Lampung Sakti,Indonesia,,
,VfL Halle,Germany,,
,Todesfelde,Germany,,
,Zmaj Blato,Croatia,,
,Orkan,Croatia,,
,Eltersdorf,Germany,,
,Foolad Yazd,Iran,,
,Ritzing,Austria,,
11461,Infonet II,Estonia,,
,Rot-Weiss Frankfurt,Germany,,
7345,Volga Tver,Russia,"FC Tver is an association football club from Tver, Russia, firstly founded in 1908 as FC Volga Tver. It has played professionally in 1937, 1949, 1953 to 1956, 1958 to 1999, 2004 to 2017, and from 2020. In 1992–1995, the club was called Trion-Volga Tver.",n association football club from Tver
,Ostrá,Czech Republic,,
,Lozo,Gabon,,
,Brünninghausen,Germany,,
11846,Bersenbrück,Germany,,
13061,Shahrdari Arak,Iran,"Shahrdari Arak Football Club, commonly known as Shahrdari Arak, is an Iranian football club based in Arak, Markazi, that competes in the League 2. The club was founded as PAS Arak Football Club in 2001. Shahrdari Arak shares the same history as Aluminium Arak.",n Iranian football club based in Arak
7047,Kartalspor,Turkey,"Kartalspor is a sports club located in the Kartal district of Istanbul, Turkey. The club's football team plays in the Bank Asya First League after finishing 2nd in the Second League Promotion Group in the 2006–2007 season."," sports club located in the Kartal district of Istanbul"
,Herculaneum,Italy,,
,Wurzburger FV,Germany,,
,Roland Beckum,Germany,,
,Atletico Veraguense,Panama,,
,Pirmasens II,Germany,,
,Maverley Hughenden,Jamaica,,
,Great Olympics,Ghana,,
,CD Castro,Spain,,
,Toledo II,Spain,,
,La Jonquera,Spain,,
,Gremio Maringa,Brazil,,
,Landsberg,Germany,,
,Bogen,Germany,,
13169,Progresso Lunda Sul,Angola,"Progresso da Lunda Sul was an Angolan sports club from Saurimo, the capital city of Lunda Sul province. The club was an affiliate of Progresso do Sambizanga and shares the same outfit colours.",
,Anadolu Uskudar,Turkey,,
11003,Iberia,Chile,"Iberia Sport Club was a Spanish football club based in Zaragoza, Aragon. The club was founded in 1916, and played its games at Estadio Torrero, on 1932 merged with Zaragoza Club Deportivo to form the current Real Zaragoza.",
,Independente SP,Brazil,,
,Sao Jose FC,Brazil,,
,Doze,Brazil,,
,Jagersburg,Germany,,
,Kapellen-Erft,Germany,,
,Jolly Montemurlo,Italy,,
,Vultur,Italy,,
,Osnabruck II,Germany,,
,Melchiorshausen,Germany,,
8272,Ipswich Knights,Australia,"Ipswich Knights Football Club is an Australian soccer club from Ipswich, Queensland. The Ipswich Knights were formed in 1998 and was an amalgamation of two Ipswich clubs, the Bundamba-based ""Coalstars"" and the Ebbw Vale-based ""St Helens United"".",n Australian soccer club from Ipswich
,Aurrera de Ondarroa,Spain,,
11905,Göppinge,Germany,,
,Sonthofen,Germany,,
11583,Neumarkt,Germany,,
,Vilzing,Germany,,
,Groybardorf,Germany,,
,Bilzerse Waltwilder,Belgium,,
,Denguele,Ivory Coast,,
8108,Amiens AC,France,"Athlétic Club Amiens is a French association football club founded in 1977. They are based in Amiens, Picardie, located in northern France, 120 km (75 mi) north of Paris. They are currently playing in the Championnat National 3 the fifth tier of the French football league system.",
,Olympique de Mandji,Gabon,,
,Val Kastel Stari,Croatia,,
,Muro,Spain,,
,Mechtersheim,Germany,,
,Osdorf,Germany,,
16248,AS Pierrots Vauban Strasbourg,France,"Association Sportive Pierrots Vauban de Strasbourg, known as ASPV Strasbourg and Vauban Strasbourg, is a French association football team based in Strasbourg, France, which currently plays in the Régional 1 Grand-Est."," French association football team based in Strasbourg"
10192,DSK Shivajians,India,"DSK Shivajians Football Club was an Indian professional football club based in Pune, Maharashtra. The club was owned by the DSK Group, and competed in the I-League, then top tier of Indian football league system. They have also participated in the Pune Football League.",
12945,Lisse,Netherlands,,
,Mahalapye Hotspurs,Botswana,,
,FC Lubumbashi sport,Congo DR,,
13431,Serrano PB,Brazil,,
20139,Galicia,Brazil,,
10005,Wasquehal,France,,
,Jaalan,Oman,,
,Maltepespor,Turkey,,
,Sandhausen II,Germany,,
,Bissingen,Germany,,
8244,Legnano,Italy,"Associazione Calcio Dilettantistica Legnano, commonly referred to as Legnano, is an Italian football club based in Legnano, Lombardy. Founded in 1913, Legnano played three seasons in Serie A and a total of eleven seasons in the top tier of the Italian football league system.",n Italian football club based in Legnano
,Cordenons,Italy,,
11202,Dersim Spor,Turkey,,
10039,Mumbai,India,"Mumbai Football Club was an Indian professional football club based in Mumbai, Maharashtra, that competed in the I-League, then top flight of Indian football league system, alongside the MDFA Elite League.",
12920,Sidi Bouzid,Tunisia,EO Sidi Bouzid is a Tunisian football club founded in 1959 in the city of Sidi Bouzid. The club is currently evolving in the Ligue 1.," Tunisian football club founded in 1959 in the city of Sidi Bouzid"
12913,AS Marsa,Tunisia,"Avenir Sportif de La Marsa or ASM is a football club from La Marsa in Tunisia. Founded in 1939, the team plays in green and yellow colours. Their ground is Stade Abdelaziz Chtioui, which has a capacity of 6,000. When the club was founded its name was Club Musulman (Muslim Club)."," football club from La Marsa in Tunisia"
,Strasbourg II,France,,
11647,Forbach,France,Union Sportive de Forbach Football is a French football club based in Forbach in the Lorraine region. The club was founded in 1909 under the name Sport Club Forbach and is a part of a sports club that consists of several other sports.," French football club based in Forbach in the Lorraine region part of a sports club that consists of several other sports"
,Aravaca,Spain,,
,Marl-Huls,Germany,,
12929,Kaerjeng,Luxembourg,"UN Käerjéng 97 is a football club, based in Bascharage, in south-western Luxembourg."," football club"
10865,Maccabi Shaarayim,Israel,,
,Flamengo SP,Brazil,,
,Virtus Castelfranco,Italy,,
11621,Cournon,France,,
11138,Estarreja,Portugal,,
,"Torre de Moncorvo ",Portugal,,
,Tourizense,Portugal,,
10003,Racing Besancon,France,Racing Besançon is a French football club based in Besançon. It was founded in 1904–1905. They play at the Stade Léo Lagrange.," French football club based in Besançon"
,Jong De Graafschap,Netherlands,,
,Jenlai,Andorra,,
13084,Eastern Suburbs Brisbane,New Zealand,"Eastern Suburbs Football Club is an Australian soccer club from East Brisbane, Queensland, Australia. The club is the most centrally located of all the semi-professional clubs in Brisbane, situated approximately 2.7 kilometres (1.7 mi) from the city centre.",n Australian soccer club from East Brisbane
,Juliana '31,Netherlands,,
,Achilles '29 II,Netherlands,,
,Al Shahaniya II,Qatar,,
,Le Pontet US,France,,
,Madrepietra Daunia,Italy,,
,Beylerbeyi,Turkey,,
,Elpida Xylofagou,Cyprus,,
,SociedadHonduras,Honduras,,
,Toulon II,France,,
,Umm Salal II,Qatar,,
9314,Eendracht Aalst,Belgium,"SC Eendracht Aalst is a Belgian football club based in Aalst, East Flanders."," Belgian football club based in Aalst"
9396,KFC Lille,Belgium,,
,Heur Tongeren,Belgium,,
,Sint-Gillis Waas,Belgium,,
,Leivadiakós,Cyprus,,
7073,Plabennec,France,Stade Plabennécois Football is a French association football club based in the commune of Plabennec. The club was founded in 1934 and achieved promotion to the Championnat National after winning its group in the 2008–09 edition of the Championnat de France amateur.," French association football club based in the commune of Plabennec"
11317,IC Croix,France,"Iris Club de Croix, commonly referred to as IC Croix, is a French association football club based in Croix in the Nord department in the north of France. The club was formed in 1952 through a merger of two clubs from the town."," French association football club based in Croix in the Nord department in the north of France"
11635,Changé,France,,
,St Ouen l'Aumone,France,,
,Marmande,France,,
10004,Limoges,France,,
13432,Sousa,Brazil,,
,Canical,Portugal,,
,Toekomst Menen,Belgium,,
,Wolvertem,Belgium,,
,Ágio Geórgio Vrysoúllon,Cyprus,,
,Monts Or Azergues,France,,
,Angers B,France,,
,Al Kharitiyath II,Qatar,,
19634,Annagh United,Northern Ireland,"Annagh United Football Club is a semi-professional, Northern Irish football club playing in the NIFL Championship. The club, founded in 1963, hails from Portadown and plays its home matches at the BMG Arena. The club home colours are all red and away all white."," semi-professional"
,Pelican,Gabon,,
,POG,Gabon,,
13309,Saint Louis Neuweg,France,"Football Club de Saint-Louis Neuweg is a French association football club founded in 1990. It is based in the town of Saint-Louis, Haut-Rhin and its home stadium is the Stade de la Frontière. As of the 2022–23 season, it plays in the sixth tier of French football.",
,Marignane Gignac,France,,
,Jahn Dinslaken-Hiesfeld,Germany,,
,Krefeld-Fischeln,Germany,,
,Cigand SE,Hungary,,
,Moimenta da Beira,Portugal,,
,Viktoria Arnoldsweiler,Germany,,
,CSKA Sofia II,Bulgaria,,
,Rot-WeiY Hadamar,Germany,,
,Ribelle,Italy,,
,Schwabmunchen,Germany,,
,Pandurii Targu Jiu II,Romania,,
,BDF XI,Botswana,,
,Ma Pau,Trinidad and Tobago,,
,Al Sadd II,Qatar,,
,Targu Mures II,Romania,,
,Unirea Jucu,Romania,,
11007,Odishi 1919,Georgia,,
,FC MK,Congo DR,,
,FK Pardubice II,Czech Republic,,
,Lusaka Tigers,Zambia,,
,Caldicot Town,Wales,,
12028,Gifhorn,Germany,,
,Ennepetal,Germany,,
18570,Wurmla,Austria,"SV Würmla are an Austrian association football club founded in 1969 and playing in the 5th tier Lower Austria 2. Landesliga West during 2020/2021 season. The club's biggest success to date was reaching the 2nd round of the 1998–99 Austrian Cup, losing 3-2 after extra time to FC Waidhofen/Ybbs.",
,ESPOLI,Ecuador,,
,1. FC Sand,Germany,,
23723,Kotwica Kolobrzeg,Poland,"Kotwica Kołobrzeg is a football club based in Kołobrzeg, Poland. It was founded in 1946. Since 2022, the club plays in II liga – a Polish third tier division. Notable players to have played for Kotwica Kołobrzeg include Sérgio Batata, Piotr Dubiela, Adam Frączczak and Grzegorz Lewandowski."," football club based in Kołobrzeg"
,Elhovo,Bulgaria,,
,Chepinets,Bulgaria,,
,Sopoti Librazhd,Albania,,
13580,Racing Gonaïves,Haiti,"Racing Football Club, usually known as Racing Gonaïves, is a professional football club based in Gonaïves, Haiti."," professional football club based in Gonaïves"
10798,Don Bosco,Haiti,"Don Bosco Football Club de Pétion-Ville is a professional football club based in Pétion-Ville, Haiti.The club won their first Haitian championship in 1971, and second in 2003, winning the league's Ouverture."," professional football club based in Pétion-Ville"
8824,Borgo,France,Borgo Football Club was a French football club based in Borgo on the island of Corsica. The club was founded in 1918 and in 2017 merged with CA Bastia to form FC Bastia-Borgo.,
18785,Comuna Recea,Romania,"Asociația Club Sportiv Fotbal Maramureș Comuna Recea, commonly known as ACS Fotbal Comuna Recea, ACSF Comuna Recea or simply Comuna Recea, is a semi-professional Romanian football club based in Recea, Maramureș County."," semi-professional Romanian football club based in Recea"
14370,TS Galaxy,Botswana,"TS Galaxy F.C. is a South African football club based in Kameelrivier (Nkangala District Municipality) near Siyabuswa (Mpumalanga) that plays in the PSL. The club is named after its owner, Tim Sukazi who purchased the NFD league license from Cape Town All Stars in May 2018."," South African football club based in Kameelrivier (Nkangala District Municipality) near Siyabuswa (Mpumalanga) that plays in the PSL"
,Partizani Tirana II,Albania,,
,DJK Bamberg,Germany,,
,FC BW Friesdorf,Germany,,
23835,Zacapa,Guatemala,,
,Gafetense,Portugal,,
,Montazhnik,Belarus,,
,Gunnilse,Sweden,,
,Kennelbach,Austria,,
10892,Torpedo Mogilev,Belarus,FC Torpedo Mogilev is a Belarusian football club based in Mogilev.," Belarusian football club based in Mogilev"
,Millenium Giarmata,Romania,,
,Fremad Valby,Denmark,,
,Zlaté Moravce-Vrablé II,Slovakia,,
,Zamora II,Venezuela,,
11191,Kotayk,Armenia,"FC Kotayk is a defunct Armenian football club from the town of Abovyan, Kotayk Province."," defunct Armenian football club from the town of Abovyan"
,Akademi HIF,Sweden,,
,Podari,Romania,,
,Ikorodu United,Nigeria,,
,Opava II,Czech Republic,,
22015,Zdar nad Sazavou,Czech Republic,"FC Žďas Žďár nad Sázavou is a Czech football club located in Žďár nad Sázavou in the Vysočina Region. It currently plays in the Czech Fourth Division. Since 2004, the club's best result in the Czech Cup has been getting to the second round, which they did in the 2007–08 season."," Czech football club located in Žďár nad Sázavou in the Vysočina Region"
16212,Mold Alexandra,Wales,Mold Alexandra Football Club is a football club based in Mold in Wales. The club was founded in 1929 and played in local amateur leagues before joining the Welsh National League after the Second World War.," football club based in Mold in Wales"
,Dakovo-Croatia,Croatia,,
,Atletico Venezuela II,Venezuela,,
,FC Montreal,USA,,
21742,Krazante,Lithuania,,
,OFK Odzaci,Serbia,,
,Kelsterbach,Germany,,
,SV Steinbach,Germany,,
,Herlufsholm,Denmark,,
,Oberachern,Germany,,
,Deportivo La Guaira II,Venezuela,,
,Potros de Barinas,Venezuela,,
10483,Botafogo Douala,Cameroon,Botafogo Football Club de Douala is a Cameroonian football club. They are a member of the Cameroonian Football Federation and currently play in the top domestic league Elite One.,
21911,Stord,Norway,"Stord Idrettslag is a sports club located in Stord, Norway. The club was founded as Stord Turn og idrettslag (Stord T&amp;IL) on 30 March 1914, and today it has sections for athletics, basketball, gymnastics, handball, football, orienteering, volleyball, skiing, speed skating and swimming."," sports club located in Stord"
,K-Jarve JK Jarve,Estonia,,
,Al Amir,Sudan,,
8660,Chiatura,Georgia,FC Magaroeli is a Georgian football club from Chiatura. Following the 2021 season they were relegated to Liga 4. The team has twice participated in the top tier.," Georgian football club from Chiatura"
12332,SVG Gottingen,Germany,,
,TSV Lägerdorf,Germany,,
,Policia de Lara,Venezuela,,
10272,Tonsberg,Norway,,
,Svidník,Slovakia,,
,Pos Malaysia,Malaysia,,
11877,Concordia Hamburg,Germany,,
,New Edubiase,Ghana,,
,Nybro,Sweden,,
18123,Aland,Finland,,
,Vandra,Estonia,,
,Hankofen-Hailing,Germany,,
,CD Universitario Panama,Panama,,
10318,Futura,Finland,,
13802,Petroleros,Venezuela,,
,Dyussh-DSK,Belarus,,
,FFA Centre of Excellence,Australia,,
,Stromsgodset II,Norway,,
,PPT,Finland,,
,Ogre,Latvia,,
,Olympique Ngor,Senegal,,
,Lorenskog,Norway,,
,Altludersdorf,Germany,,
8878,Vrable,Slovakia,"FC ViOn Zlaté Moravce – Vráble B is a Slovak football team, based in the town of Vráble. The club was founded in 1919. The club is reserve team of FC ViOn Zlaté Moravce – Vráble."," Slovak football team"
,Kuhnsdorf,Austria,,
21394,Matrei,Austria,,
17712,Breclav,Czech Republic,MSK Břeclav is a Czech football club located in the town of Břeclav. It currently plays in the Czech Fourth Division.," Czech football club located in the town of Břeclav"
,Avedore,Denmark,,
8820,Greve Fodbold,Denmark,"Greve Fodbold is a Danish football club currently playing in the Danmarksserien. The club have played the entirety of their existence in the lower divisions and spent one season in the second tier in 1980. They play at Greve Idræts Center in Greve on Zealand, which has a capacity of 7,000."," Danish football club currently playing in the Danmarksserien"
19166,Randers Freja,Denmark,"Randers Sportsklub Freja is a Danish sport club with teams in athletics, handball, table tennis and football.",
,Futura Humenne,Slovakia,,
,ŠK Odeva Lipany,Slovakia,,
,Krasna,Slovakia,,
12912,Kasserine,Tunisia,"The Avenir Sportif de Kasserine is a Tunisian football club based in Kasserine, Tunisia. The team evolves in the Ligue 1. The Club also has a Handball and a Basketball teams."," Tunisian football club based in Kasserine"
,Neudorfl,Austria,,
11176,Energie Cottbus II,Germany,,
,Balatonfuredi,Hungary,,
,Nyirbatori FC,Hungary,,
,Slovan Sabinov,Slovakia,,
16225,Canberra United II,Australia,,
,IM Rakovica,Serbia,,
,Karadjordje Topola,Serbia,,
,Chateaubriant Voltigeurs,France,,
7746,Le Poiré-sur-Vie,France,Vendée Poiré sur Vie Football is a French football club based in Le Poiré-sur-Vie (Vendée).," French football club based in Le Poiré-sur-Vie (Vendée)"
,J. Villenave,France,,
18758,Aubagne,France,,
,Clermont II,France,,
,Bodva Moldava,Slovakia,,
,Neded,Slovakia,,
8146,Dolina Padina,Serbia,"FK Dolina Padina is a football club based in Padina, Vojvodina, Serbia. They currently compete in the PFL Pančevo, the fifth tier of the national league system."," football club based in Padina"
9339,Branitelj Mostar,Bosnia-Herzegovina,"HNK Branitelj is a football club based in Rodoč, Mostar in Bosnia and Herzegovina. They played the 2020-21 season at the 4th level of the Bosnia-Herzegovina football pyramid. Their home ground is Stadion Sportskog Centra in Rodoč which holds about 1,000 people."," football club based in Rodoč"
,FC Vsetin,Czech Republic,,
,Semily,Czech Republic,,
,Jablonec nad Jizerou,Czech Republic,,
21996,Aabyhoj,Denmark,,
,Purbach,Austria,,
,MPS,Finland,,
,Anif / Salzburg II,Austria,,
,Nadwislan Gora,Poland,,
,Meiningen,Austria,,
,Jennersdorf,Austria,,
,DAC II,Slovakia,,
11628,Fontenay Vendee Foot,France,"Vendée Fontenay Foot is a French football club based in Fontenay-le-Comte, Vendée. It was founded in 1991 in a merger of two teams, the Stade Athlétique Fontenaysien and Étoile. The club currently plays in the Championnat National 3, the fifth tier of the French football league system."," French football club based in Fontenay-le-Comte"
,Roye Noyon US,France,,
,Sochaux II,France,,
,Auxerre AJ II,France,,
,Toulon Le Las,France,,
,Bordeaux B,France,,
8839,SR Colmar,France,"Stadium Racing Colmar is a football club located in Colmar, France. They play in the Championnat National 3, the fifth tier of French football."," football club located in Colmar"
,Magura Cisnadie,Romania,,
,Globasnitz,Austria,,
,Alto Santo,Brazil,,
,Sighetu Marmatiei,Romania,,
,Ljubuski,Bosnia-Herzegovina,,
,Podgrmec,Bosnia-Herzegovina,,
,Jedinstvo Putevi,Serbia,,
7612,Ahmat II,Russia,,
,Gloria Popesti-Leordeni,Romania,,
,Rot-WeiY Oberhausen II,Germany,,
11855,Wiesbaden,Germany,,
10643,Schermbeck,Germany,,
9533,Rosmalen,Netherlands,"Ontspanning Door Inspanning Juliana Combinatie Rosmalen, known as OJC Rosmalen is a football club from Rosmalen, Netherlands. OJC Rosmalen is the biggest amateur football club in the Netherlands."," football club from Rosmalen"
13882,Magreb '90,Netherlands,,
,Erlbach,Germany,,
9746,Ciclón,Bolivia,"Club Atlético Ciclón, most commonly known as Ciclón de Tarija is a football club from Tarija, Bolivia currently playing in the Liga de Fútbol Profesional Boliviano (LFPB). The club was founded on September 21, 1951, and they play their home games at the Estadio IV Centenário."," football club from Tarija"
9523,Jaegersborg,Denmark,,
11435,Gurupi,Brazil,,
,Atletico San Jose,Spain,,
,Los Villares,Spain,,
8327,Kuban U21,Russia,,
9282,Kehler FV,Germany,"Kehler FV is a German association football club from the town of Kehl, Baden-Württemberg. In addition to fielding a football side, the club has departments for athletics, and badminton, as well as general fitness and recreational sport."," German association football club from the town of Kehl"
,Vasteras IK,Sweden,,
,Radnicki,Montenegro,,
,Inter de Grand-Goave,Haiti,,
23850,Drina Zvornik,Bosnia-Herzegovina,Fudbalski klub Drina Zvornik is a professional association football club from the city of Zvornik that is situated Bosnia and Herzegovina.," professional association football club from the city of Zvornik that is situated Bosnia and Herzegovina"
,Slovacko II,Czech Republic,,
,AFA Olaine/SK Super Nova,Latvia,,
21815,Cherven Bryag,Bulgaria,"Football Club Partizan Cherven Bryag is a Bulgarian association football club based in Cherven Bryag, and plays in the North-West Third League, the third level of Bulgarian football. Partizan was founded in 1918 as Football Club Sila."," Bulgarian association football club based in Cherven Bryag"
,Yantra Gabrovo,Bulgaria,,
,Dugo Selo,Croatia,,
,Rubí,Spain,,
,San Jose Obrero,Spain,,
,Ribadeo,Spain,,
,Folgore Veregra,Italy,,
8558,Mordovia U21,Russia,,
,Oberrad,Germany,,
8995,Algeti Marneuli,Georgia,"FC Algeti is a Georgian football club from Marneuli, currently competing in the fourth tier of Georgian football league. The club currently plays home games in Tbilisi.  The name comes from the Algeti river."," Georgian football club from Marneuli"
9462,Samegrelo,Georgia,FC Samegrelo is a Georgian football club based in the town of Chkhorotsku. They currently compete in the forth tier of Georgian league system.  The team plays their home matches at Chkhorotskhu Bondo Papaskiri central Stadium.," Georgian football club based in the town of Chkhorotsku"
20019,Tocantins,Brazil,"Tocantins Esporte Clube, commonly known as Tocantins or Tocantins de Miracema, is a Brazilian football club based in Miracema do Tocantins, Tocantins state."," Brazilian football club based in Miracema do Tocantins"
,Rot-WeiY Erfurt II,Germany,,
10280,Lisburn,Northern Ireland,"Lisburn Distillery Football Club is a Northern Irish, intermediate football club who are based in Ballyskeagh, County Down. A founder member of the Irish League, they currently play in the NIFL Premier Intermediate League, the third tier of the Northern Ireland Football League."," Northern Irish"
23831,Jenbach,Austria,,
7241,Virtus Lanciano,Italy,"A.S.D. Lanciano Calcio 1920 is an Italian football club. The club was renamed from A.S.D. Marcianese in 2016 as a homage to the first football club of the city, which founded in 1920. In 2016, also saw the withdrew of the major club of the city, S.S.",
,Galicia de Mugardos,Spain,,
23066,Victoria,Honduras,,
14752,Iguatu,Brazil,,
,Campo Grande,Brazil,,
,Cine Madranspor,Turkey,,
16443,Shooting Stars,Nigeria,,
13180,Turbina Cerrik,Albania,"Klubi i Futbollit Turbina Cërrik is an Albanian professional football club based in Cërrik, Elbasan County that competes in the Kategoria e Parë, the second tier of Albanian football. Founded in 1956 as Puna Cërrik, it was renamed to Turbina Cërrik in 1958.",n Albanian professional football club based in Cërrik
7552,Atletico Nacional,Panama,"Atlético Nacional S. A., best known as Atlético Nacional, is a Colombian professional football club based in Medellín. The club is one of only three clubs to have played in every first division tournament in the country's history, the other two teams being Millonarios and Santa Fe."," Colombian professional football club based in Medellín"
,Al Riyadh,Saudi Arabia,,
,Rivoli United,Jamaica,,
,Rio Branco SP,Brazil,,
13587,America des Cayes,Haiti,,
,Rijeka II,Croatia,,
,Lehnerz,Germany,,
,SV Breinig,Germany,,
,Hurth,Germany,,
8704,Machakhela,Georgia,,
,Hamoir,Belgium,,
,Grimbergen,Belgium,,
10850,Norresundby,Denmark,,
9827,Rishoj,Denmark,,
,Lystrup,Denmark,,
,Zara Belediyespor,Turkey,,
15185,Concepcion,Chile,"Deportes Concepción is a Chilean football club based in the city of Concepción, Biobio Region. They currently play at the third tier of the Chilean League system, the Segunda División."," Chilean football club based in the city of Concepción"
,USC Wallern,Austria,,
,Palarikovo,Slovakia,,
11169,Wirges,Germany,"SpVgg EGC Wirges is a German association football club from the city of Wirges, Rhineland-Palatinate."," German association football club from the city of Wirges"
,Barleben,Germany,,
,Schonwies/Mils,Austria,,
15056,Cavaly,Haiti,,
,Itapirense,Brazil,,
,Zmaj Makarska,Croatia,,
7835,Zawisza Bydgoszcz,Poland,"Zawisza Bydgoszcz is a sports club from Bydgoszcz, Poland, founded in 1946. Its name commemorates a legendary Polish 15th-century knight, Zawisza Czarny (Zawisza the Black)."," sports club from Bydgoszcz"
,CMD San Juan,Spain,,
,Gama,Spain,,
,Komloi Banyasz SK,Hungary,,
,Balkan Varvara,Bulgaria,,
16451,Primavera SP,Brazil,"Esporte Clube Primavera, commonly referred to as Primavera, is a Brazilian professional association football club based in Indaiatuba, São Paulo. The team competes in the Campeonato Paulista Série A2, the second tier of the São Paulo state football league."," Brazilian professional association football club based in Indaiatuba"
,Itapaje,Brazil,,
,Antonia,Belgium,,
,Noto,Italy,,
,Nidal,Syria,,
,Nova Russas,Brazil,,
,Ipanema,Brazil,,
9447,AS Castello,Italy,,
,Viareggio 2014,Italy,,
,Al Khaleej Khor Fakkan,Saudi Arabia,,
,Golbasispor,Turkey,,
,Al-Musannah,Oman,,
